"url","normalized_url","clicks","impressions","ctr","position","page_type","primary_cluster","priority","recommended_action","notes"
"https://www.alefotografo.com.br/blog/tags","https://www.alefotografo.com.br/blog/tags","3","796","0.38%","1.65","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/retrato-corporativo-ensaio-fotografico","https://www.alefotografo.com.br/videos-para-empresas/retrato-corporativo-ensaio-fotografico","1","3449","0.03%","2","VIDEO_SERVICE","video-item-LEGADO","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/blog/headhunter-o-que-e-o-que-faz-e-qual-seu-papel-no-mundo-corporativo","https://www.alefotografo.com.br/blog/headhunter-o-que-e-o-que-faz-e-qual-seu-papel-no-mundo-corporativo","1","781","0.13%","10.64","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/como-manter-sua-imagem-profissional-em-tempos-de-home-office","https://www.alefotografo.com.br/blog/como-manter-sua-imagem-profissional-em-tempos-de-home-office","1","420","0.24%","4.74","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo","https://www.alefotografo.com.br/fotografo-corporativo","1","299","0.33%","35.15","MONEY","fotografo-generico|fotografo-corporativo","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/curso-de-prestacao-de-contas-eleitorais-com-a-professora-rita-goncalves","https://www.alefotografo.com.br/videos-para-empresas/curso-de-prestacao-de-contas-eleitorais-com-a-professora-rita-goncalves","1","251","0.4%","6.88","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/renove-mudancas","https://www.alefotografo.com.br/videos-para-empresas/renove-mudancas","1","170","0.59%","9.48","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/conheca-as-melhores-praticas-para-bares-e-restaurantes-superarem-os-desafios-do-setor","https://www.alefotografo.com.br/blog/conheca-as-melhores-praticas-para-bares-e-restaurantes-superarem-os-desafios-do-setor","1","128","0.78%","8.68","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/nitriflex-industria-quimica-de-polimeros-especiais-e-borrachas-nitrilicas","https://www.alefotografo.com.br/videos-para-empresas/nitriflex-industria-quimica-de-polimeros-especiais-e-borrachas-nitrilicas","1","156","0.64%","9.25","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/categoria/retrato-corporativo","https://www.alefotografo.com.br/fotografo-corporativo/categoria/retrato-corporativo","1","104","0.96%","1","MONEY","retrato-executivo","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/captar-a-energia-de-um-grande-evento-e-muito-mais-do-que-apertar-o-rec","https://www.alefotografo.com.br/videos-para-empresas/captar-a-energia-de-um-grande-evento-e-muito-mais-do-que-apertar-o-rec","1","98","1.02%","1","VIDEO_SERVICE","video-item-LEGADO","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/curso-de-prestacao-de-contas-eleitorais-2026-com-professora-rita-producao-ale-fotografo","https://www.alefotografo.com.br/videos-para-empresas/curso-de-prestacao-de-contas-eleitorais-2026-com-professora-rita-producao-ale-fotografo","1","189","0.53%","5.78","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas","https://www.alefotografo.com.br/videos-para-empresas","1","86","1.16%","2","VIDEO_SERVICE","outros","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/video-institucional-bmx-logistica","https://www.alefotografo.com.br/videos-para-empresas/video-institucional-bmx-logistica","2","236","0.85%","7.5","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/categoria/video-teaser-de-festa-de-confraternizacao","https://www.alefotografo.com.br/videos-para-empresas/categoria/video-teaser-de-festa-de-confraternizacao","1","50","2%","6.92","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/categoria/fotos-para-cardapio","https://www.alefotografo.com.br/blog/categoria/fotos-para-cardapio","1","47","2.13%","8.53","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/categoria/fotografo-de-eventos-corporativos","https://www.alefotografo.com.br/fotografo-corporativo/categoria/fotografo-de-eventos-corporativos","1","46","2.17%","27.57","MONEY","eventos","P2","P2: conteúdo + internal links","dados apex+www somados"
"https://www.alefotografo.com.br/blog","https://www.alefotografo.com.br/blog","2","193","1.04%","3","BLOG","lugares-fotografar|edicao-apps","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/video-manifesto-empreendimento-estrutura-e-proposito","https://www.alefotografo.com.br/videos-para-empresas/video-manifesto-empreendimento-estrutura-e-proposito","2","80","2.5%","4","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/categoria/video-de-eventos-corporativos","https://www.alefotografo.com.br/videos-para-empresas/categoria/video-de-eventos-corporativos","1","28","3.57%","4","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotos-de-paes","https://www.alefotografo.com.br/fotografo-corporativo/fotos-de-paes","1","38","2.63%","4","MONEY","fotografo-corporativo","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/banco-de-imagem-corporativo","https://www.alefotografo.com.br/fotografo-corporativo/banco-de-imagem-corporativo","1","17","5.88%","9.12","MONEY","fotografo-corporativo","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/11-forum-abradilan-2026","https://www.alefotografo.com.br/videos-para-empresas/11-forum-abradilan-2026","1","14","7.14%","2","VIDEO_SERVICE","video-item-LEGADO","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/flexfunds-solucoes-financeiras-inteligentes-para-empresas-video-institucional","https://www.alefotografo.com.br/videos-para-empresas/flexfunds-solucoes-financeiras-inteligentes-para-empresas-video-institucional","1","28","3.57%","5.12","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografo-festa-da-firma","https://www.alefotografo.com.br/fotografo-corporativo/fotografo-festa-da-firma","1","11","9.09%","3","MONEY","fotografo-corporativo","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotos-de-hamburguer","https://www.alefotografo.com.br/fotografo-corporativo/fotos-de-hamburguer","1","23","4.35%","2","MONEY","fotografo-corporativo","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/categoria/feiras-e-stands","https://www.alefotografo.com.br/videos-para-empresas/categoria/feiras-e-stands","1","6","16.67%","2","VIDEO_SERVICE","video-item-LEGADO","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/15-convencao-abradilan-barcelo-bavaro-palace-punta-cana-01-a-06-nov-2022","https://www.alefotografo.com.br/videos-para-empresas/15-convencao-abradilan-barcelo-bavaro-palace-punta-cana-01-a-06-nov-2022","1","3","33.33%","4","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/retratos-da-equipe-de-colaboradores","https://www.alefotografo.com.br/blog/retratos-da-equipe-de-colaboradores","0","406","0%","2","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/sq-quimica-unidade-vinhedo","https://www.alefotografo.com.br/videos-para-empresas/sq-quimica-unidade-vinhedo","0","245","0%","6.5","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/linkedin-como-criar-um-perfil-campeao-e-bombar-na-rede-de-negocios","https://www.alefotografo.com.br/blog/linkedin-como-criar-um-perfil-campeao-e-bombar-na-rede-de-negocios","0","190","0%","6.33","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/categoria/retratos-corporativos","https://www.alefotografo.com.br/blog/categoria/retratos-corporativos","0","180","0%","27.31","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/entenda-qual-a-importancia-da-identidade-visual-para-o-seu-negocio","https://www.alefotografo.com.br/blog/entenda-qual-a-importancia-da-identidade-visual-para-o-seu-negocio","0","118","0%","4","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/categoria/banco-de-imagens","https://www.alefotografo.com.br/fotografo-corporativo/categoria/banco-de-imagens","0","116","0%","6.78","MONEY","banco-de-imagens","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/categoria/estudio-fotografico","https://www.alefotografo.com.br/blog/categoria/estudio-fotografico","0","114","0%","1.2","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/categoria/fotografia-institucional","https://www.alefotografo.com.br/fotografo-corporativo/categoria/fotografia-institucional","0","93","0%","1","MONEY","fotografo-corporativo","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/blog/produtividade-em-tempos-dificeis-tudo-o-que-voce-precisa-saber-para-se-tornar-mais-produtivo","https://www.alefotografo.com.br/blog/produtividade-em-tempos-dificeis-tudo-o-que-voce-precisa-saber-para-se-tornar-mais-produtivo","0","71","0%","6.68","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/categoria/marketing-fotografia","https://www.alefotografo.com.br/blog/categoria/marketing-fotografia","0","61","0%","10","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/categoria/fotografo-de-gastronomia","https://www.alefotografo.com.br/blog/categoria/fotografo-de-gastronomia","0","60","0%","8","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/ativa-log","https://www.alefotografo.com.br/videos-para-empresas/ativa-log","0","89","0%","7.48","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/categoria/fotografo-aereo","https://www.alefotografo.com.br/blog/categoria/fotografo-aereo","0","48","0%","8.6","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/teaser-de-melhores-momentos-do-kick-off-bom-pra-credito","https://www.alefotografo.com.br/videos-para-empresas/teaser-de-melhores-momentos-do-kick-off-bom-pra-credito","0","48","0%","2","VIDEO_SERVICE","video-item-LEGADO","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/teaser-ibis-botucatu-sp","https://www.alefotografo.com.br/videos-para-empresas/teaser-ibis-botucatu-sp","0","46","0%","8.46","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/categoria/video-melhores-momentos-de-eventos","https://www.alefotografo.com.br/videos-para-empresas/categoria/video-melhores-momentos-de-eventos","0","36","0%","10.39","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/depoimentos","https://www.alefotografo.com.br/depoimentos","0","37","0%","3","SUPPORT","outros","P3","MONITOR","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/categoria/feira-de-negocios","https://www.alefotografo.com.br/fotografo-corporativo/categoria/feira-de-negocios","0","31","0%","16.6","MONEY","feiras-stands","P2","P2: conteúdo + internal links","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/sq-quimica-34-premio-sitivesp-de-fornecedor-do-ano","https://www.alefotografo.com.br/videos-para-empresas/sq-quimica-34-premio-sitivesp-de-fornecedor-do-ano","0","30","0%","9","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/fiorde-logistica-solucoes-logisticas-integradas-para-empresas","https://www.alefotografo.com.br/videos-para-empresas/fiorde-logistica-solucoes-logisticas-integradas-para-empresas","0","35","0%","6","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/convencao-de-vendas-2023-tecnisa","https://www.alefotografo.com.br/videos-para-empresas/convencao-de-vendas-2023-tecnisa","0","23","0%","6.82","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/categoria/video-corporativo","https://www.alefotografo.com.br/videos-para-empresas/categoria/video-corporativo","0","22","0%","6","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/categoria/clinica-medica","https://www.alefotografo.com.br/fotografo-corporativo/categoria/clinica-medica","0","19","0%","7.21","MONEY","saude","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/festa-de-confraternizacao-2022-tecnisa","https://www.alefotografo.com.br/videos-para-empresas/festa-de-confraternizacao-2022-tecnisa","0","18","0%","8.33","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/encontro-farmarcas-2023","https://www.alefotografo.com.br/videos-para-empresas/encontro-farmarcas-2023","0","18","0%","11.22","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/encontro-farmarcas-2022","https://www.alefotografo.com.br/videos-para-empresas/encontro-farmarcas-2022","0","18","0%","5.6","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografia-industrial","https://www.alefotografo.com.br/fotografo-corporativo/fotografia-industrial","0","14","0%","19.5","MONEY","industria","P2","P2: conteúdo + internal links","dados apex+www somados"
"https://www.alefotografo.com.br/blog/categoria/fotos-aereas","https://www.alefotografo.com.br/blog/categoria/fotos-aereas","0","12","0%","6.92","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografo-de-retratos-profissionais","https://www.alefotografo.com.br/fotografo-corporativo/fotografo-de-retratos-profissionais","0","12","0%","27.17","MONEY","retrato-executivo","P2","P2: conteúdo + internal links","dados apex+www somados"
"https://www.alefotografo.com.br/quem-e-o-ale","https://www.alefotografo.com.br/quem-e-o-ale","0","18","0%","5.73","SUPPORT","outros","P3","MONITOR","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografo-profissional-em-sao-paulo","https://www.alefotografo.com.br/fotografo-corporativo/fotografo-profissional-em-sao-paulo","0","12","0%","3","MONEY","fotografo-corporativo","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/blog/categoria/videos-corporativo","https://www.alefotografo.com.br/blog/categoria/videos-corporativo","0","9","0%","7.56","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/9faznegocios","https://www.alefotografo.com.br/videos-para-empresas/9faznegocios","0","20","0%","6","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/categoria/video-institucional","https://www.alefotografo.com.br/videos-para-empresas/categoria/video-institucional","0","12","0%","14.33","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/loja/ensaio-vip","https://www.alefotografo.com.br/loja/ensaio-vip","0","11","0%","5.33","LEGACY","ensaio","P3","INDEX CONVERGENCE (redirect ativo — monitorar)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/jantar-febrafar-2022","https://www.alefotografo.com.br/videos-para-empresas/jantar-febrafar-2022","0","8","0%","2","VIDEO_SERVICE","video-item-LEGADO","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/blog/categoria/empreendedorismo-negocios","https://www.alefotografo.com.br/blog/categoria/empreendedorismo-negocios","0","6","0%","9.33","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/onemba-class-2023-sao-paulo","https://www.alefotografo.com.br/videos-para-empresas/onemba-class-2023-sao-paulo","0","6","0%","10","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/ativa-logistica-30-anos","https://www.alefotografo.com.br/videos-para-empresas/ativa-logistica-30-anos","0","8","0%","5","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/categoria/foto-lembranca","https://www.alefotografo.com.br/fotografo-corporativo/categoria/foto-lembranca","0","8","0%","3","MONEY","fotografo-corporativo","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/ibde-mendoza-iii-congresso-internacional","https://www.alefotografo.com.br/videos-para-empresas/ibde-mendoza-iii-congresso-internacional","0","5","0%","4","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/lobtec-35-anos","https://www.alefotografo.com.br/videos-para-empresas/lobtec-35-anos","0","9","0%","2","VIDEO_SERVICE","video-item-LEGADO","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/22-forum-de-comprasive-university","https://www.alefotografo.com.br/videos-para-empresas/22-forum-de-comprasive-university","0","9","0%","6.4","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/procooler-na-febrava-cobertura-profissional-de-feiras-e-eventos-corporativos","https://www.alefotografo.com.br/videos-para-empresas/procooler-na-febrava-cobertura-profissional-de-feiras-e-eventos-corporativos","0","5","0%","6.4","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/ativa-logistiva-video-do-programa-de-sustentabilidade","https://www.alefotografo.com.br/videos-para-empresas/ativa-logistiva-video-do-programa-de-sustentabilidade","0","6","0%","6.8","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/fincon-o-primeiro-encontro-da-comunicacao-financeira","https://www.alefotografo.com.br/videos-para-empresas/fincon-o-primeiro-encontro-da-comunicacao-financeira","0","5","0%","7.6","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/7-forum-abradilan","https://www.alefotografo.com.br/videos-para-empresas/7-forum-abradilan","0","5","0%","15.2","VIDEO_SERVICE","video-item-LEGADO","P2","P2: conteúdo + internal links","dados apex+www somados"
"https://www.alefotografo.com.br/blog/categoria/fotografia-de-interiores","https://www.alefotografo.com.br/blog/categoria/fotografia-de-interiores","0","5","0%","23.6","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografo-festa-de-confraternizacao","https://www.alefotografo.com.br/fotografo-corporativo/fotografo-festa-de-confraternizacao","0","6","0%","4","MONEY","eventos","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografo-de-culinaria","https://www.alefotografo.com.br/fotografo-corporativo/fotografo-de-culinaria","0","5","0%","3","MONEY","gastronomia","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/professora-rita-curso-de-prestacao-de-contas-eleitorais-2024","https://www.alefotografo.com.br/videos-para-empresas/professora-rita-curso-de-prestacao-de-contas-eleitorais-2024","0","8","0%","6.25","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/categoria/teaser","https://www.alefotografo.com.br/videos-para-empresas/categoria/teaser","0","4","0%","7","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/abradilan-25-anos","https://www.alefotografo.com.br/videos-para-empresas/abradilan-25-anos","0","4","0%","7.25","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/ibis-botucatu-video-manifesto","https://www.alefotografo.com.br/videos-para-empresas/ibis-botucatu-video-manifesto","0","5","0%","7.5","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/categoria/fotografia-de-culinaria","https://www.alefotografo.com.br/fotografo-corporativo/categoria/fotografia-de-culinaria","0","6","0%","9","MONEY","gastronomia","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografo-de-grupos-times-e-equipes","https://www.alefotografo.com.br/fotografo-corporativo/fotografo-de-grupos-times-e-equipes","0","9","0%","1.5","MONEY","fotografo-corporativo","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/unipac-50-anos","https://www.alefotografo.com.br/videos-para-empresas/unipac-50-anos","0","14","0%","5","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/categoria/festa-de-confraternizacao","https://www.alefotografo.com.br/blog/categoria/festa-de-confraternizacao","0","3","0%","3.33","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/galena-35-anos","https://www.alefotografo.com.br/videos-para-empresas/galena-35-anos","0","3","0%","5.67","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotos-aereas","https://www.alefotografo.com.br/fotografo-corporativo/fotos-aereas","0","5","0%","2","MONEY","drone-aereo","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/sq-quimica-na-fce-pharma-cobertura-profissional-em-video-para-feiras-e-eventos-corporativos","https://www.alefotografo.com.br/videos-para-empresas/sq-quimica-na-fce-pharma-cobertura-profissional-em-video-para-feiras-e-eventos-corporativos","0","3","0%","6.33","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/loja/retrato-profissional-pacote-ouro-10-fotos-finais-o-fotografo-alexandre-machado-vai-ate-voce-com-estudio-movel-temos-8-enderecos-disponiveis","https://www.alefotografo.com.br/loja/retrato-profissional-pacote-ouro-10-fotos-finais-o-fotografo-alexandre-machado-vai-ate-voce-com-estudio-movel-temos-8-enderecos-disponiveis","0","3","0%","7","LEGACY","retrato-executivo","P3","INDEX CONVERGENCE (redirect ativo — monitorar)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/video-de-boas-festas-da-ativalog","https://www.alefotografo.com.br/videos-para-empresas/video-de-boas-festas-da-ativalog","0","3","0%","7","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/women-in-tech-brasil","https://www.alefotografo.com.br/videos-para-empresas/women-in-tech-brasil","0","5","0%","7.33","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/categoria/dica-de-fotografia","https://www.alefotografo.com.br/blog/categoria/dica-de-fotografia","0","5","0%","8.33","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/categoria/foto-de-equipe","https://www.alefotografo.com.br/blog/categoria/foto-de-equipe","0","4","0%","8.67","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/video-de-eventos-corporativos","https://www.alefotografo.com.br/videos-para-empresas/video-de-eventos-corporativos","0","4","0%","9.67","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/","https://www.alefotografo.com.br/fotografo-corporativo/","0","2","0%","2","MONEY","fotografo-corporativo","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/sipat-2022-foseco","https://www.alefotografo.com.br/videos-para-empresas/sipat-2022-foseco","0","2","0%","3","VIDEO_SERVICE","video-item-LEGADO","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/video-escritorio-rocha-e-queiroz","https://www.alefotografo.com.br/videos-para-empresas/video-escritorio-rocha-e-queiroz","0","2","0%","4","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/banco-de-imagens-para-escolas","https://www.alefotografo.com.br/fotografo-corporativo/banco-de-imagens-para-escolas","0","5","0%","6","MONEY","banco-de-imagens","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/galena-celebra","https://www.alefotografo.com.br/videos-para-empresas/galena-celebra","0","3","0%","2","VIDEO_SERVICE","video-item-LEGADO","P3","P3: monitorar","dados apex+www somados"
